Rank,Player,Signed Age,Yrs,Value,AAV,Sign Bonus,Season,Position
41,Louis Amundson,31,2,1359140,679570,0-,2013,PF
42,Josh Powell,31,2,1324244,662122,0-,2013,PF
43,Erik Murphy,22,2,1306662,653331,0-,2013,PF
43,Richard Howell,22,2,1306662,653331,0-,2013,PF
43,Arinze Onuaku,26,2,1306662,653331,0-,2013,PF
43,Kenny Kadji,25,2,1306662,653331,0-,2013,PF
47,Brian Cook,32,1,1272279,1272279,0-,2013,PF
48,Josh Powell,30,1,1186459,1186459,0-,2013,PF
48,Louis Amundson,30,1,1186459,1186459,0-,2013,PF
48,Ike Diogu,30,1,1186459,1186459,0-,2013,PF
48,Solomon Jones,29,1,1186459,1186459,0-,2013,PF
52,Renaldo Balkman,29,1,1106942,1106942,0-,2013,PF
53,Louis Amundson,30,1,1081771,1081771,0-,2013,PF
54,Rodney Carney,29,1,1027424,1027424,0-,2013,PF
54,Cartier Martin,28,1,1027424,1027424,0-,2013,PF
54,Power Forward,27,1,1027424,1027424,0-,2013,PF
54,Anthony Tolliver,28,1,1027424,1027424,0-,2013,PF
58,Mike Harris,30,1,916099,916099,0-,2013,PF
58,Lazar Hayward,26,1,916099,916099,0-,2013,PF
58,Darnell Jackson,27,1,916099,916099,0-,2013,PF
61,Marcus Landry,27,1,788873,788873,0-,2013,PF
62,Mickell Gladness,27,1,788872,788872,0-,2013,PF
62,Eric Dawson,29,1,788872,788872,0-,2013,PF
64,James Johnson,26,1,680263,680263,0-,2013,PF
65,Damen Bell,23,1,490180,490180,0-,2013,PF
65,Reginald Becton,22,1,490180,490180,0-,2013,PF
65,David Lighty,25,1,490180,490180,0-,2013,PF
65,Michael Lee,27,1,490180,490180,0-,2013,PF
65,or Fischer,31,1,490180,490180,0-,2013,PF
65,Reginald Becton,22,1,490180,490180,0-,2013,PF
65,Power Forward,22,1,490180,490180,0-,2013,PF
65,Eric Griffin,23,1,490180,490180,0-,2013,PF
65,Brandon Davies,22,1,490180,490180,0-,2013,PF
65,Romero Osby,23,1,490180,490180,0-,2013,PF
65,JaMychal Green,23,1,490180,490180,0-,2013,PF
76,Cartier Martin,29,1,332402,332402,0-,2013,PF
77,Drew Gooden,32,1,246972,246972,0-,2013,PF
78,Power Forward,27,1,42306,42306,0-,2013,PF
79,Grant Jerrett,20,1,28834,28834,0-,2013,PF
1,Carmelo Anthony,30,5,124064681,24812936,0-,2014,PF
2,Chris Bosh,29,5,118705300,23741060,0-,2014,PF
3,LeBron James,29,2,42217798,21108899,0-,2014,PF
4,Channing Frye,31,4,32000000,8000000,0-,2014,PF
5,Dirk Nowitzki,36,3,25000000,8333333,0-,2014,PF
6,Josh McRoberts,27,4,22652350,5663088,0-,2014,PF
6,Spencer Hawes,26,4,22652350,5663088,0-,2014,PF
8,Jabari Parker,18,3,22239712,7413237,0-,2014,PF
9,Patrick Patterson,25,3,18150001,6050000,0-,2014,PF
10,Aaron Gordon,18,4,18019460,4504865,0-,2014,PF
11,Nikola Mirotic,23,3,16631175,5543725,0-,2014,PF
12,Power Forward,29,3,16500000,5500000,0-,2014,PF
13,Marvin Williams,28,2,14000000,7000000,0-,2014,PF
14,Julius Randle,19,4,13545962,3386491,0-,2014,PF
15,Kris Humphries,29,3,13320000,4440000,0-,2014,PF
16,Furkan Aldemir,23,4,11420610,2855153,"$305,854",2014,PF
17,Noah Vonleh,18,4,11418513,2854628,0-,2014,PF
18,Chris Andersen,36,2,10375000,5187500,0-,2014,PF
19,Mike Scott,26,3,10000000,3333333,0-,2014,PF
20,Trevor Booker,26,2,9775000,4887500,0-,2014,PF
21,Anthony Tolliver,29,2,6000000,3000000,0-,2014,PF
22,Adreian Payne,22,3,5816400,1938800,0-,2014,PF
23,Udonis Haslem,34,2,5586940,2793470,0-,2014,PF
24,Joffrey Lauvergne,23,3,5209719,1736573,0-,2014,PF
25,James Johnson,27,2,5000000,2500000,0-,2014,PF
26,Robert Covington,23,4,4592926,1148232,0-,2014,PF
27,Mitch McGary,21,3,4389120,1463040,0-,2014,PF
28,Malcolm Thomas,25,4,4372948,1093237,0-,2014,PF
29,Jerami Grant,19,4,4234674,1058669,0-,2014,PF
30,Malcolm Thomas,26,4,4060612,1015153,0-,2014,PF
31,Kevin Seraphin,24,1,3898691,3898691,0-,2014,PF
32,Grant Jerrett,21,4,3867199,966800,0-,2014,PF
33,Kyle Anderson,20,3,3428640,1142880,0-,2014,PF
34,Ryan Kelly,23,2,3374250,1687125,0-,2014,PF
35,Jason Smith,28,1,3278000,3278000,0-,2014,PF
36,Carlos Boozer,32,1,3251000,3251000,0-,2014,PF
37,Jarnell Stokes,20,3,2550490,850163,0-,2014,PF
38,Johnny O,21,3,2425490,808497,0-,2014,PF
39,Cartier Martin,29,2,2416650,1208325,0-,2014,PF
40,Drew Gordon,24,3,2332836,777612,0-,2014,PF
41,Eric Griffin,24,3,2332826,777609,0-,2014,PF
41,Cameron Bairstow,23,3,2332826,777609,0-,2014,PF
41,Eric Moreland,22,3,2332826,777609,0-,2014,PF
41,Jack Cooley,23,3,2332826,777609,0-,2014,PF
45,Elton Brand,35,1,2000000,2000000,0-,2014,PF
46,Joey Dorsey,30,2,1963584,981792,0-,2014,PF
47,JaMychal Green,23,3,1959785,653262,0-,2014,PF
48,Ivan Johnson,30,2,1896591,948296,0-,2014,PF
49,Jack Cooley,23,3,1888161,629387,0-,2014,PF
50,Drew Gooden,32,1,1448490,1448490,0-,2014,PF
51,Josh Davis,0,2,1352395,676198,0-,2014,PF
51,JaMychal Green,24,2,1352395,676198,0-,2014,PF
51,Cory Jefferson,23,2,1352395,676198,0-,2014,PF
51,Patric Young,22,2,1352395,676198,0-,2014,PF
51,Jerrelle Benimon,23,2,1352395,676198,0-,2014,PF
51,Tarik Black,22,2,1352395,676198,0-,2014,PF
51,Akil Mitchell,21,2,1352395,676198,0-,2014,PF
58,Jason Maxiell,31,1,1316809,1316809,0-,2014,PF
58,Brian Cook,33,1,1316809,1316809,0-,2014,PF
58,Charlie Villanueva,30,1,1316809,1316809,0-,2014,PF
61,Solomon Jones,29,1,1310286,1310286,0-,2014,PF
61,Louis Amundson,31,1,1310286,1310286,0-,2014,PF
61,Earl Barron,33,1,1310286,1310286,0-,2014,PF
64,Austin Daye,25,2,1248336,624168,0-,2014,PF
65,Glen Davis,28,1,1227985,1227985,0-,2014,PF
66,Farouq Aminu,23,1,981084,981084,0-,2014,PF
67,LaVoy Allen,25,1,948163,948163,0-,2014,PF
67,Chris Johnson,29,1,948163,948163,0-,2014,PF
67,Jeremy Tyler,23,1,948163,948163,0-,2014,PF
70,Marcus Williams,27,1,915243,915243,0-,2014,PF
71,Dante Cunningham,26,1,831942,831942,0-,2014,PF
72,Kevin Jones,25,1,816482,816482,0-,2014,PF
72,Arinze Onuaku,27,1,816482,816482,0-,2014,PF
74,Kenyon Martin,37,1,656081,656081,0-,2014,PF
75,Louis Amundson,32,1,585775,585775,0-,2014,PF
76,Christian Watford,23,1,507336,507336,0-,2014,PF
76,Kadeem Batts,23,1,507336,507336,0-,2014,PF
76,Talib Zanna,23,1,507336,507336,0-,2014,PF
76,Richard Solomon,22,1,507336,507336,0-,2014,PF
76,Shawn Jones,22,1,507336,507336,0-,2014,PF
76,Orlando Sanchez,26,1,507336,507336,0-,2014,PF
76,David Wear,23,1,507336,507336,0-,2014,PF
76,Brock Motum,23,1,507336,507336,0-,2014,PF
76,Christian Watford,23,1,507336,507336,0-,2014,PF
76,Shayne Whittington,23,1,507336,507336,0-,2014,PF
76,Dallas Lauderdale,26,1,507336,507336,0-,2014,PF
87,e Stoudemire,32,1,485670,485670,0-,2014,PF
88,Drew Gordon,24,1,468540,468540,0-,2014,PF
89,Earl Barron,33,1,262057,262057,0-,2014,PF
90,Arinze Onuaku,27,1,43226,43226,0-,2014,PF
1,LaMarcus Aldridge,29,4,84072030,21018008,0-,2015,PF
2,Draymond Green,25,5,82000000,16400000,0-,2015,PF
3,Tobias Harris,22,4,64000000,16000000,0-,2015,PF
4,Paul Millsap,30,3,60216100,20072033,0-,2015,PF
5,Thaddeus Young,27,4,54000000,13500000,0-,2015,PF
6,Kenneth Faried,24,4,50000000,12500000,0-,2015,PF
7,LeBron James,30,2,46974673,23487337,0-,2015,PF
8,Danilo Gallinari,26,3,45150000,15050000,0-,2015,PF
9,Rudy Gay,28,3,40000000,13333333,0-,2015,PF
10,Markieff Morris,25,4,32000000,8000000,0-,2015,PF
11,Anderson Varejao,32,3,30000000,10000000,0-,2015,PF
11,Farouq Aminu,24,4,30000000,7500000,0-,2015,PF
13,Zach Randolph,32,2,20000000,10000000,0-,2015,PF
14,Kristaps Porzingis,19,4,18650094,4662524,0-,2015,PF
15,Brandan Wright,27,3,17129640,5709880,0-,2015,PF
16,Kevin Garnett,39,2,16500000,8250000,0-,2015,PF
17,Nemanja Bjelica,26,3,11700000,3900000,0-,2015,PF
18,Tim Duncan,39,2,10850000,5425000,0-,2015,PF
19,Trey Lyles,19,4,10386049,2596512,0-,2015,PF
20,Jonas Jerebko,28,2,10000000,5000000,0-,2015,PF
21,Derrick Williams,24,2,8998000,4499000,0-,2015,PF
22,Dante Cunningham,28,3,8934750,2978250,0-,2015,PF
23,LaVoy Allen,26,2,8050000,4025000,0-,2015,PF
24,Nick Collison,34,2,7500000,3750000,0-,2015,PF
25,Bobby Portis,19,4,6855506,1713877,0-,2015,PF
26,Drew Gooden,33,2,6847000,3423500,0-,2015,PF
27,Jarell Martin,20,4,6404604,1601151,0-,2015,PF
28,Brandon Bass,30,2,6135000,3067500,0-,2015,PF
29,Nance Jr,21,4,6107053,1526763,0-,2015,PF
30,Darrell Arthur,27,2,5754630,2877315,0-,2015,PF
31,Mirza Teletovic,29,1,5500000,5500000,0-,2015,PF
32,Jason Smith,29,1,4300000,4300000,0-,2015,PF
33,Chris McCullough,19,3,3803102,1267701,0-,2015,PF
34,Jordan Mickey,21,3,3670959,1223653,0-,2015,PF
35,Rakeem Christmas,23,3,3157026,1052342,0-,2015,PF
36,David West,34,2,3050846,1525423,0-,2015,PF
37,Luis Scola,35,1,2900000,2900000,0-,2015,PF
38,Kevin Seraphin,25,1,2814000,2814000,0-,2015,PF
39,Maurice N,23,3,2414476,804825,0-,2015,PF
40,Brandon Ashley,21,3,2414475,804825,0-,2015,PF
41,David Lee,32,1,2085671,2085671,0-,2015,PF
42,Thomas Robinson,24,2,2032309,1016155,0-,2015,PF
42,Quincy Acy,24,2,2032309,1016155,0-,2015,PF
44,Shayne Whittington,23,2,1825490,912745,0-,2015,PF
45,Louis Amundson,32,1,1635476,1635476,0-,2015,PF
46,Chuck Hayes,32,1,1499187,1499187,0-,2015,PF
46,e Stoudemire,32,1,1499187,1499187,0-,2015,PF
46,Charlie Villanueva,30,1,1499187,1499187,0-,2015,PF
49,Chuck Hayes,32,1,1446275,1446275,0-,2015,PF
50,Duje Dukan,23,2,1399729,699865,0-,2015,PF
50,Cliff Alexander,19,2,1399729,699865,0-,2015,PF
50,Jonathan Holmes,22,2,1399729,699865,0-,2015,PF
50,Cristiano Felicio,23,2,1399729,699865,0-,2015,PF
54,Earl Barron,34,1,1362897,1362897,0-,2015,PF
55,Josh Powell,32,1,1356146,1356146,0-,2015,PF
56,Mbah a,29,1,1270964,1270964,0-,2015,PF
57,Austin Daye,27,1,1185784,1185784,0-,2015,PF
57,Tyler Hansbrough,29,1,1185784,1185784,0-,2015,PF
59,Yakhouba Diawara,33,1,1015421,1015421,0-,2015,PF
59,DaJuan Summers,27,1,1015421,1015421,0-,2015,PF
61,Chris Johnson,30,1,981348,981348,0-,2015,PF
61,Jeremy Tyler,23,1,981348,981348,0-,2015,PF
61,Josh Harrellson,26,1,981348,981348,0-,2015,PF
64,Alan Williams,23,2,958033,479017,0-,2015,PF
65,Anthony Bennett,22,1,947276,947276,0-,2015,PF
65,Tony Mitchell,23,1,947276,947276,0-,2015,PF
67,Jack Cooley,24,1,845059,845059,0-,2015,PF
67,Eric Moreland,23,1,845059,845059,0-,2015,PF
67,Marcus Landry,29,1,845059,845059,0-,2015,PF
67,Cory Jefferson,24,1,845059,845059,0-,2015,PF
71,Jon Horford,23,1,525093,525093,0-,2015,PF
71,Michael Cobbins,23,1,525093,525093,0-,2015,PF
71,Alex Stepheson,28,1,525093,525093,0-,2015,PF
71,Kadeem Jack,22,1,525093,525093,0-,2015,PF
71,Sampson Carter,25,1,525093,525093,0-,2015,PF
71,Nick Minnerath,26,1,525093,525093,0-,2015,PF
71,Nikoloz Tskitishvili,32,1,525093,525093,0-,2015,PF
71,Vince Hunter,21,1,525093,525093,0-,2015,PF
71,Chris Walker,20,1,525093,525093,0-,2015,PF
71,Darion Atkins,22,1,525093,525093,0-,2015,PF
71,Coty Clarke,23,1,525093,525093,0-,2015,PF
71,Michale Kyser,23,1,525093,525093,0-,2015,PF
71,Talib Zanna,24,1,525093,525093,0-,2015,PF
71,Eric Griffin,25,1,525093,525093,0-,2015,PF
71,Arsalan Kazemi,25,1,525093,525093,0-,2015,PF
86,Anderson Varejao,33,1,458575,458575,0-,2015,PF
87,Kris Humphries,31,1,388025,388025,0-,2015,PF
88,J Hickson,27,1,366337,366337,0-,2015,PF
89,Jason Thompson,29,1,328955,328955,0-,2015,PF
90,Jeff Ayres,28,1,187750,187750,0-,2015,PF
1,LeBron James,31,3,99857127,33285709,0-,2016,PF
2,Harrison Barnes,24,4,94438525,23609631,0-,2016,PF
3,Ryan Anderson,28,4,80000000,20000000,0-,2016,PF
4,Marvin Williams,30,4,54512500,13628125,0-,2016,PF
5,John Henson,24,4,48000000,12000000,"$4,000,000",2016,PF
6,Jon Leuer,27,4,42000000,10500000,0-,2016,PF
7,Mirza Teletovic,30,3,31500000,10500000,0-,2016,PF
8,Andrew Nicholson,26,4,26000000,6500000,0-,2016,PF
9,Dirk Nowitzki,38,1,25000000,25000000,0-,2016,PF
10,Darrell Arthur,27,3,23000000,7666667,0-,2016,PF
11,Dragan Bender,18,4,19302919,4825730,0-,2016,PF
12,Trevor Booker,28,2,18375000,9187500,0-,2016,PF
13,Anthony Tolliver,31,2,16000000,8000000,0-,2016,PF
14,Jason Smith,30,3,15675000,5225000,0-,2016,PF
15,Jeff Green,29,1,15000000,15000000,0-,2016,PF
16,Tarik Black,24,2,12846325,6423163,0-,2016,PF
17,Domantas Sabonis,20,4,11179555,2794889,0-,2016,PF
18,Dario Saric,21,4,10749666,2687417,0-,2016,PF
18,Taurean Prince,22,4,10749666,2687417,0-,2016,PF
20,Juancho Hernangomez,20,4,9551670,2387918,0-,2016,PF
21,Yi Jianlian,28,1,8000000,8000000,0-,2016,PF
22,Brice Johnson,22,4,6620352,1655088,0-,2016,PF
23,Pascal Siakam,22,4,6405441,1601360,0-,2016,PF
24,Skal Labissiere,20,4,6385249,1596312,0-,2016,PF
25,Jared Sullinger,24,1,5628000,5628000,0-,2016,PF
26,Luis Scola,36,1,5500000,5500000,0-,2016,PF
27,Derrick Williams,25,1,4598000,4598000,0-,2016,PF
28,Mbah a,29,2,4505135,2252568,0-,2016,PF
29,Udonis Haslem,36,1,4000000,4000000,0-,2016,PF
29,Kris Humphries,31,1,4000000,4000000,0-,2016,PF
29,James Johnson,29,1,4000000,4000000,0-,2016,PF
32,Kevin Seraphin,26,2,3681000,1840500,0-,2016,PF
33,Quincy Acy,26,2,3499630,1749815,0-,2016,PF
34,Cheick Diallo,19,3,3401033,1133678,0-,2016,PF
34,Dorian Finney,22,3,3401033,1133678,0-,2016,PF
36,David Lee,33,2,3157626,1578813,0-,2016,PF
37,Shawn Long,24,3,2947075,982358,0-,2016,PF
38,Marreese Speights,28,2,2863580,1431790,0-,2016,PF
39,Joel Bolomboy,22,3,2555511,851837,0-,2016,PF
40,Georges Niang,23,3,2498982,832994,0-,2016,PF
40,Ben Bentil,21,3,2498982,832994,0-,2016,PF
40,Marshall Plumlee,23,3,2498982,832994,0-,2016,PF
43,Livio Jean,22,2,2431080,1215540,0-,2016,PF
44,Quincy Acy,25,2,2229953,1114977,0-,2016,PF
45,Anthony Bennett,23,2,2103441,1051721,0-,2016,PF
46,Ryan Kelly,25,2,2067593,1033797,0-,2016,PF
47,Jarnell Stokes,22,2,2031676,1015838,0-,2016,PF
48,Johnny O,23,2,1685788,842894,0-,2016,PF
49,Anderson Varejao,33,1,1551659,1551659,0-,2016,PF
49,Brandon Bass,31,1,1551659,1551659,0-,2016,PF
49,Elton Brand,37,1,1551659,1551659,0-,2016,PF
49,David West,35,1,1551659,1551659,0-,2016,PF
49,Louis Amundson,33,1,1551659,1551659,0-,2016,PF
49,Chris Andersen,38,1,1551659,1551659,0-,2016,PF
55,Okaro White,24,2,1523606,761803,0-,2016,PF
56,Kyle Wiltjer,23,2,1448720,724360,0-,2016,PF
56,Zach Auguste,23,2,1448720,724360,0-,2016,PF
56,Okaro White,23,2,1448720,724360,0-,2016,PF
56,Shawn Long,23,2,1448720,724360,0-,2016,PF
56,Maurice N,24,2,1448720,724360,0-,2016,PF
56,Davis Bertans,23,2,1448720,724360,0-,2016,PF
62,Thomas Robinson,25,1,1050961,1050961,0-,2016,PF
62,Terrence Jones,24,1,1050961,1050961,0-,2016,PF
64,Ryan Kelly,25,1,1015696,1015696,0-,2016,PF
64,Ryan Kelly,25,1,1015696,1015696,0-,2016,PF
66,Eric Moreland,24,1,980431,980431,0-,2016,PF
66,Cory Jefferson,25,1,980431,980431,0-,2016,PF
66,Arinze Onuaku,29,1,980431,980431,0-,2016,PF
66,Johnny O,23,1,980431,980431,0-,2016,PF
70,Eric Dawson,32,1,874636,874636,0-,2016,PF
70,Grant Jerrett,23,1,874636,874636,0-,2016,PF
70,Cliff Alexander,20,1,874636,874636,0-,2016,PF
73,Donatas Motiejunas,26,1,618212,618212,0-,2016,PF
74,Vince Hunter,22,1,543471,543471,0-,2016,PF
74,Perry Ellis,23,1,543471,543471,0-,2016,PF
74,Nikola Jovanovic,22,1,543471,543471,0-,2016,PF
74,Nicolas Laprovittola,26,1,543471,543471,0-,2016,PF
74,Jameel Warney,22,1,543471,543471,0-,2016,PF
74,Ben Bentil,21,1,543471,543471,0-,2016,PF
74,Vince Hunter,22,1,543471,543471,0-,2016,PF
74,Jonathan Holmes,23,1,543471,543471,0-,2016,PF
74,Richard Solomon,24,1,543471,543471,0-,2016,PF
74,Tomislav Zubcic,26,1,543471,543471,0-,2016,PF
74,Ryan Richards,0,1,543471,543471,0-,2016,PF
85,Jason Thompson,29,1,328955,328955,0-,2016,PF
86,Ryan Kelly,25,1,286785,286785,0-,2016,PF
87,Derrick Williams,25,1,268029,268029,0-,2016,PF
88,Terrence Jones,25,1,247285,247285,0-,2016,PF
89,Cliff Alexander,20,1,75000,75000,0-,2016,PF
1,Giannis Antetokounmpo,21,4,100000000,25000000,0-,2017,PF
2,Paul Millsap,31,3,90000000,30000000,0-,2017,PF
3,Danilo Gallinari,28,3,64762737,21587579,0-,2017,PF
4,Kelly Olynyk,26,4,50000000,12500000,0-,2017,PF
5,James Johnson,30,3,43295100,14431700,0-,2017,PF
6,Cristiano Felicio,24,4,32000000,8000000,0-,2017,PF
7,Power Forward,32,4,31878148,7969537,0-,2017,PF
8,Jayson Tatum,19,4,30073320,7518330,0-,2017,PF
9,Zach Randolph,35,2,24000000,12000000,0-,2017,PF
10,Jonathan Isaac,19,4,22324406,5581102,0-,2017,PF
11,Lauri Markkanen,20,4,20389668,5097417,0-,2017,PF
12,Rudy Gay,30,2,17232300,8616150,0-,2017,PF
13,Alan Williams,24,3,17000000,5666667,0-,2017,PF
14,Patrick Patterson,28,3,16354800,5451600,0-,2017,PF
15,JaMychal Green,27,2,16200000,8100000,0-,2017,PF
16,Nikola Mirotic,25,2,15000000,7500000,0-,2017,PF
17,Guerschon Yabusele,21,4,12814166,3203542,0-,2017,PF
18,DJ Wilson,21,4,12178720,3044680,0-,2017,PF
19,TJ Leaf,20,4,11576025,2894006,0-,2017,PF
20,John Collins,19,4,11059862,2764966,0-,2017,PF
21,Tyler Lydon,21,4,9476369,2369092,0-,2017,PF
22,Caleb Swanigan,20,4,8904867,2226217,0-,2017,PF
23,Kyle Kuzma,21,4,8650178,2162545,0-,2017,PF
24,Jonas Jerebko,30,2,8200000,4100000,0-,2017,PF
25,Ersan Ilyasova,30,1,6000000,6000000,0-,2017,PF
26,Zhou Qi,21,4,5565327,1391332,0-,2017,PF
27,Eric Moreland,25,3,5478899,1826300,0-,2017,PF
28,Dirk Nowitzki,39,1,5000000,5000000,0-,2017,PF
29,Semi Ojeleye,22,3,4288654,1429551,0-,2017,PF
30,Ivan Rabb,20,3,3946762,1315587,0-,2017,PF
31,Tarik Black,25,1,3290000,3290000,0-,2017,PF
31,Anthony Tolliver,32,1,3290000,3290000,0-,2017,PF
33,Joffrey Lauvergne,25,2,3180397,1590199,0-,2017,PF
34,Nick Collison,36,1,2328652,2328652,0-,2017,PF
34,Jeff Green,30,1,2328652,2328652,0-,2017,PF
34,Kris Humphries,32,1,2328652,2328652,0-,2017,PF
34,Udonis Haslem,37,1,2328652,2328652,0-,2017,PF
34,David West,36,1,2328652,2328652,0-,2017,PF
39,Dante Cunningham,30,1,2300000,2300000,0-,2017,PF
40,Cameron Oliver,20,2,2193857,1096929,0-,2017,PF
40,Maxi Kleber,25,2,2193857,1096929,0-,2017,PF
42,Marreese Speights,29,1,2116955,2116955,0-,2017,PF
42,Mbah a,30,1,2116955,2116955,0-,2017,PF
44,Tyler Cavanaugh,23,2,2058161,1029081,0-,2017,PF
45,Mike Scott,28,1,1709538,1709538,0-,2017,PF
46,Okaro White,25,2,1582030,791015,0-,2017,PF
47,Anthony Bennett,24,1,1577230,1577230,0-,2017,PF
48,Tony Mitchell,25,1,1471382,1471382,0-,2017,PF
48,Jordan Mickey,23,1,1471382,1471382,0-,2017,PF
50,Nigel Hayes,23,2,1433538,716769,0-,2017,PF
51,Marshall Plumlee,25,1,1312611,1312611,0-,2017,PF
51,Kyle Wiltjer,24,1,1312611,1312611,0-,2017,PF
51,Cliff Alexander,21,1,1312611,1312611,0-,2017,PF
51,Georges Niang,24,1,1312611,1312611,0-,2017,PF
55,Amile Jefferson,24,1,815615,815615,0-,2017,PF
55,Kamari Murphy,23,1,815615,815615,0-,2017,PF
55,Yannis Morin,24,1,815615,815615,0-,2017,PF
55,Devin Williams,-977,1,815615,815615,0-,2017,PF
55,Rashawn Thomas,0,1,815615,815615,0-,2017,PF
55,Jaylen Johnson,21,1,815615,815615,0-,2017,PF
55,Tyler Cavanaugh,23,1,815615,815615,0-,2017,PF
55,Isaiah Hicks,22,1,815615,815615,0-,2017,PF
55,Ben Moore,21,1,815615,815615,0-,2017,PF
55,Nigel Hayes,22,1,815615,815615,0-,2017,PF
55,Kennedy Meeks,22,1,815615,815615,0-,2017,PF
55,Jameel Warney,23,1,815615,815615,0-,2017,PF
55,Jonathan Holmes,24,1,815615,815615,0-,2017,PF
55,Brandon Ashley,23,1,815615,815615,0-,2017,PF
55,Akil Mitchell,25,1,815615,815615,0-,2017,PF
70,Brandan Wright,30,1,705652,705652,0-,2017,PF
71,Joel Bolomboy,22,1,630350,630350,0-,2017,PF
72,Ersan Ilyasova,30,1,565718,565718,0-,2017,PF
73,Trevor Booker,30,1,446138,446138,0-,2017,PF
74,Amile Jefferson,24,1,4608,4608,0-,2017,PF
1,LeBron James,33,4,153312846,38328212,0-,2018,PF
2,Aaron Gordon,22,4,80000000,20000000,0-,2018,PF
3,Robert Covington,27,4,46879127,11719782,0-,2018,PF
4,Kyle Anderson,24,4,37156300,9289075,0-,2018,PF
5,Bagley III,19,4,36137474,9034369,0-,2018,PF
6,Jackson Jr,18,4,29280440,7320110,0-,2018,PF
7,Jerami Grant,24,3,27346153,9115384,0-,2018,PF
8,Ersan Ilyasova,31,3,21000000,7000000,0-,2018,PF
9,Nemanja Bjelica,30,3,20475000,6825000,0-,2018,PF
10,Jabari Parker,23,1,20000000,20000000,0-,2018,PF
11,Julius Randle,23,2,17714050,8857025,0-,2018,PF
12,Davis Bertans,25,2,14500000,7250000,0-,2018,PF
13,Rudy Gay,31,1,10087200,10087200,0-,2018,PF
14,Omari Spellman,20,4,9095405,2273851,0-,2018,PF
15,Anthony Tolliver,33,1,5750000,5750000,0-,2018,PF
16,Ray Spalding,21,4,5721234,1430309,0-,2018,PF
17,Dirk Nowitzki,39,1,5000000,5000000,0-,2018,PF
18,Georges Niang,24,3,4975012,1658337,0-,2018,PF
19,Mbah a,31,1,4320500,4320500,0-,2018,PF
19,Mike Scott,29,1,4320500,4320500,0-,2018,PF
21,Jarred Vanderbilt,18,3,3919177,1306392,0-,2018,PF
22,Gary Clark,23,3,3677585,1225862,0-,2018,PF
23,Dante Cunningham,31,1,2487000,2487000,0-,2018,PF
24,Carmelo Anthony,34,1,2393887,2393887,0-,2018,PF
24,Udonis Haslem,38,1,2393887,2393887,0-,2018,PF
24,Channing Frye,35,1,2393887,2393887,0-,2018,PF
24,Jeff Green,31,1,2393887,2393887,0-,2018,PF
28,Alize Johnson,22,2,2255316,1127658,0-,2018,PF
28,Kenrich Williams,23,2,2255316,1127658,0-,2018,PF
30,Jonas Jerebko,31,1,2176260,2176260,0-,2018,PF
31,Chris Boucher,26,2,2045649,1022825,0-,2018,PF
32,LaVoy Allen,29,1,1893447,1893447,0-,2018,PF
33,Thomas Robinson,27,1,1757429,1757429,0-,2018,PF
34,Noah Vonleh,22,1,1621415,1621415,0-,2018,PF
35,Eric Moreland,26,1,1567007,1567007,0-,2018,PF
35,Chris McCullough,23,1,1567007,1567007,0-,2018,PF
37,Jarnell Stokes,24,1,1512601,1512601,0-,2018,PF
37,Cory Jefferson,27,1,1512601,1512601,0-,2018,PF
37,Okaro White,26,1,1512601,1512601,0-,2018,PF
40,Ben Moore,23,1,1349383,1349383,0-,2018,PF
41,Okaro White,26,1,1187862,1187862,0-,2018,PF
42,Eric Moreland,26,1,1080084,1080084,0-,2018,PF
43,Kenneth Faried,29,1,917272,917272,0-,2018,PF
44,Richard Solomon,26,1,838464,838464,0-,2018,PF
44,Drew Gordon,28,1,838464,838464,0-,2018,PF
44,Cameron Oliver,22,1,838464,838464,0-,2018,PF
44,Chris Boucher,25,1,838464,838464,0-,2018,PF
44,Gary Clark,23,1,838464,838464,0-,2018,PF
44,Johnathan Williams,23,1,838464,838464,0-,2018,PF
44,Norvel Pelle,25,1,838464,838464,0-,2018,PF
44,Marcus Derrickson,22,1,838464,838464,0-,2018,PF
44,Donte Grantham,23,1,838464,838464,0-,2018,PF
44,Bonzie Colson,22,1,838464,838464,0-,2018,PF
44,Phil Carr,22,1,838464,838464,0-,2018,PF
55,Markieff Morris,29,1,573295,573295,0-,2018,PF
56,Ray Spalding,20,1,184746,184746,0-,2018,PF
1,Tobias Harris,26,5,180000000,36000000,0-,2019,PF
2,Kristaps Porzingis,23,5,158253000,31650600,0-,2019,PF
3,Harrison Barnes,27,4,85000000,21250000,0-,2019,PF
4,Julius Randle,24,3,62100000,20700000,0-,2019,PF
5,LaMarcus Aldridge,32,2,50000000,25000000,0-,2019,PF
6,Nance Jr,25,4,44800000,11200000,0-,2019,PF
7,Zion Williamson,18,4,44271137,11067784,0-,2019,PF
8,Thaddeus Young,31,3,43635000,14545000,0-,2019,PF
9,Maxi Kleber,27,4,35600000,8900000,0-,2019,PF
10,Rudy Gay,32,2,32000000,16000000,0-,2019,PF
11,Farouq Aminu,28,3,29162700,9720900,0-,2019,PF
12,Rui Hachimura,21,4,20341348,5085337,0-,2019,PF
13,Bobby Portis,24,1,15000000,15000000,0-,2019,PF
14,Luka Samanic,19,4,13030303,3257576,0-,2019,PF
15,Jabari Parker,24,2,13000000,6500000,0-,2019,PF
16,Brandon Clarke,22,4,12152560,3038140,0-,2019,PF
