Rank,Player,Signed Age,Yrs,Value,AAV,Sign Bonus,Season,Position
30,Steve Novak,33,1,1551659,1551659,0-,2016,SF
30,Dahntay Jones,35,1,1551659,1551659,0-,2016,SF
30,World Peace,36,1,1551659,1551659,0-,2016,SF
30,Rasual Butler,37,1,1551659,1551659,0-,2016,SF
30,Dorell Wright,30,1,1551659,1551659,0-,2016,SF
35,Patricio Garino,23,2,1462611,731306,0-,2016,SF
36,Patricio Garino,23,2,1448720,724360,0-,2016,SF
36,Stefan Jankovic,22,2,1448720,724360,0-,2016,SF
36,Troy Williams,21,2,1448720,724360,0-,2016,SF
36,House Jr,23,2,1448720,724360,0-,2016,SF
36,Jarrod Uthoff,23,2,1448720,724360,0-,2016,SF
36,Webb III,22,2,1448720,724360,0-,2016,SF
42,Alonzo Gee,29,1,1400000,1400000,0-,2016,SF
43,Jarrod Uthoff,22,2,1360564,680282,0-,2016,SF
44,Chase Budinger,28,1,1315448,1315448,0-,2016,SF
45,Reggie Williams,29,1,1227286,1227286,0-,2016,SF
46,Alonzo Gee,29,1,1145214,1145214,0-,2016,SF
47,Chris Copeland,32,1,1050961,1050961,0-,2016,SF
48,Chris Wright,27,1,980431,980431,0-,2016,SF
48,Toure Murry,26,1,980431,980431,0-,2016,SF
48,Damien Inglis,21,1,980431,980431,0-,2016,SF
48,Cleanthony Early,25,1,980431,980431,0-,2016,SF
48,Damjan Rudez,30,1,980431,980431,0-,2016,SF
48,James McAdoo,23,1,980431,980431,0-,2016,SF
48,JaKarr Sampson,23,1,980431,980431,0-,2016,SF
55,Small Forward,24,1,874636,874636,0-,2016,SF
55,John Holland,27,1,874636,874636,0-,2016,SF
55,Brandon Dawson,23,1,874636,874636,0-,2016,SF
55,Travis Wear,25,1,874636,874636,0-,2016,SF
59,Reggie Williams,30,1,715138,715138,0-,2016,SF
60,Small Forward,26,1,543471,543471,0-,2016,SF
60,Treveon Graham,22,1,543471,543471,0-,2016,SF
60,Quincy Ford,23,1,543471,543471,0-,2016,SF
60,Shawn Dawson,22,1,543471,543471,0-,2016,SF
60,Alex Poythress,22,1,543471,543471,0-,2016,SF
60,Elgin Cook,23,1,543471,543471,0-,2016,SF
60,Jalen Jones,23,1,543471,543471,0-,2016,SF
60,Scott Wood,26,1,543471,543471,0-,2016,SF
68,Matt Barnes,36,1,383351,383351,0-,2016,SF
69,Omri Casspi,28,1,185710,185710,0-,2016,SF
70,Troy Williams,22,1,76725,76725,0-,2016,SF
71,Dahntay Jones,36,1,9127,9127,0-,2016,SF
72,Alex Poythress,23,1,6394,6394,0-,2016,SF
1,Gordon Hayward,27,4,127829970,31957493,0-,2017,SF
2,Porter Jr,24,4,106524975,26631244,0-,2017,SF
3,Joe Ingles,29,4,52000000,13000000,0-,2017,SF
4,Kevin Durant,28,2,51250000,25625000,0-,2017,SF
5,Andre Iguodala,33,3,48000000,16000000,0-,2017,SF
6,Small Forward,30,3,25000000,8333333,0-,2017,SF
7,Bojan Bogdanovic,28,2,21000000,10500000,0-,2017,SF
8,Jonathon Simmons,27,3,20000000,6666667,0-,2017,SF
9,Justin Jackson,22,4,13484010,3371003,0-,2017,SF
10,Ben McLemore,24,2,10660000,5330000,0-,2017,SF
11,Thabo Sefolosha,33,2,10500000,5250000,0-,2017,SF
12,Terrance Ferguson,19,4,10323693,2580923,0-,2017,SF
13,OG Anunoby,19,4,9751975,2437994,0-,2017,SF
14,Cedi Osman,21,3,8317064,2772355,0-,2017,SF
15,Reggie Bullock,26,2,5000000,2500000,0-,2017,SF
16,Troy Williams,22,3,4693068,1564356,0-,2017,SF
17,Darius Miller,26,2,4305000,2152500,0-,2017,SF
18,Abdel Nader,23,3,4164095,1388032,0-,2017,SF
19,Wesley Iwundu,22,3,4046762,1348921,0-,2017,SF
20,Dillon Brooks,21,3,3812377,1270792,0-,2017,SF
20,Royce O,24,3,3812377,1270792,0-,2017,SF
22,Martell Webster,30,1,2328652,2328652,0-,2017,SF
23,Rade Zagorac,21,2,2328242,1164121,0-,2017,SF
24,Alex Poythress,24,2,2323619,1161810,0-,2017,SF
25,Richard Jefferson,37,1,2302340,2302340,0-,2017,SF
26,Alfonzo McKinnie,24,2,2193857,1096929,0-,2017,SF
27,Josh Smith,31,1,2170777,2170777,0-,2017,SF
28,Michael Beasley,28,1,2116955,2116955,0-,2017,SF
29,Shawne Williams,31,1,2106470,2106470,0-,2017,SF
29,Omri Casspi,29,1,2106470,2106470,0-,2017,SF
29,Josh Childress,34,1,2106470,2106470,0-,2017,SF
32,Luke Babbitt,28,1,1974159,1974159,0-,2017,SF
33,Jeremy Evans,29,1,1841849,1841849,0-,2017,SF
34,Troy Williams,23,2,1767427,883714,0-,2017,SF
35,Christapher Johnson,27,1,1577230,1577230,0-,2017,SF
36,Jones III,25,1,1524305,1524305,0-,2017,SF
36,Damjan Rudez,31,1,1524305,1524305,0-,2017,SF
36,Jarell Eddie,25,1,1524305,1524305,0-,2017,SF
39,Chris Wright,29,1,1471382,1471382,0-,2017,SF
40,Omari Johnson,28,2,1405890,702945,0-,2017,SF
41,DeQuan Jones,27,1,1312611,1312611,0-,2017,SF
41,Travis Wear,27,1,1312611,1312611,0-,2017,SF
41,Daniel Ochefu,23,1,1312611,1312611,0-,2017,SF
41,House Jr,24,1,1312611,1312611,0-,2017,SF
41,Jarrod Uthoff,24,1,1312611,1312611,0-,2017,SF
46,Webb III,24,1,815615,815615,0-,2017,SF
46,Small Forward,22,1,815615,815615,0-,2017,SF
46,Jamel Artis,24,1,815615,815615,0-,2017,SF
46,Erik McCree,0,1,815615,815615,0-,2017,SF
46,Tidjan Keita,20,1,815615,815615,0-,2017,SF
51,Travis Wear,27,1,148318,148318,0-,2017,SF
1,Andrew Wiggins,22,5,147710050,29542010,0-,2018,SF
2,Kevin Durant,29,2,61500000,30750000,0-,2018,SF
3,Small Forward,24,4,47000000,11750000,0-,2018,SF
4,Doug McDermott,26,3,22000000,7333333,0-,2018,SF
5,Kevin Knox,18,4,18554698,4638675,0-,2018,SF
6,Mikal Bridges,21,4,17630685,4407671,0-,2018,SF
7,Miles Bridges,20,4,16317853,4079463,0-,2018,SF
8,Porter Jr,20,4,15093095,3773274,0-,2018,SF
9,Trevor Ariza,33,1,15000000,15000000,0-,2018,SF
10,Jonah Bolden,22,4,7000000,1750000,0-,2018,SF
11,Chandler Hutchison,22,4,6767280,1691820,0-,2018,SF
12,Rodions Kurucs,20,3,5097708,1699236,0-,2018,SF
13,Isaac Bonga,18,3,4080713,1360238,0-,2018,SF
14,Robinson III,24,1,4075000,4075000,0-,2018,SF
15,Torrey Craig,27,2,4000000,2000000,0-,2018,SF
16,Keita Bates,22,3,3919177,1306392,0-,2018,SF
17,Michael Beasley,29,1,3500000,3500000,0-,2018,SF
18,Rodney Hood,25,1,3472887,3472887,0-,2018,SF
19,Ennis III,28,2,3466716,1733358,0-,2018,SF
20,Treveon Graham,24,2,3157958,1578979,0-,2018,SF
20,Jones Jr,21,2,3157958,1578979,0-,2018,SF
22,James Nunnally,28,2,2937614,1468807,0-,2018,SF
22,Alfonzo McKinnie,26,2,2937614,1468807,0-,2018,SF
24,Frazier Jr,21,2,2466852,1233426,0-,2018,SF
25,Luol Deng,33,1,2393887,2393887,0-,2018,SF
26,Bruno Caboclo,23,2,2367451,1183726,0-,2018,SF
27,Ryan Broekhoff,27,2,2255316,1127658,0-,2018,SF
28,Omri Casspi,30,1,2176260,2176260,0-,2018,SF
29,Malcolm Miller,25,2,2045649,1022825,0-,2018,SF
30,Bruno Caboclo,22,1,1621415,1621415,0-,2018,SF
31,Deonte Burton,23,2,1568439,784220,0-,2018,SF
32,JaKarr Sampson,25,1,1567007,1567007,0-,2018,SF
32,Anthony Brown,25,1,1567007,1567007,0-,2018,SF
32,Josh Huestis,26,1,1567007,1567007,0-,2018,SF
35,Scotty Hopson,29,1,1512601,1512601,0-,2018,SF
35,House Jr,24,1,1512601,1512601,0-,2018,SF
35,Troy Williams,23,1,1512601,1512601,0-,2018,SF
38,Small Forward,23,2,1464223,732112,0-,2018,SF
39,Jalen Jones,25,1,1349383,1349383,0-,2018,SF
39,Malcolm Miller,25,1,1349383,1349383,0-,2018,SF
39,Alfonzo McKinnie,25,1,1349383,1349383,0-,2018,SF
39,Jamel Artis,25,1,1349383,1349383,0-,2018,SF
39,Omari Johnson,28,1,1349383,1349383,0-,2018,SF
39,Jamel Artis,25,1,1349383,1349383,0-,2018,SF
45,House Jr,25,1,1162225,1162225,0-,2018,SF
46,Deng Adel,22,1,838464,838464,0-,2018,SF
46,Small Forward,22,1,838464,838464,0-,2018,SF
46,Nuni Omot,23,1,838464,838464,0-,2018,SF
46,Kaiser Gates,21,1,838464,838464,0-,2018,SF
46,Desi Rodriguez,22,1,838464,838464,0-,2018,SF
46,Nicholas King,23,1,838464,838464,0-,2018,SF
46,Small Forward,22,1,838464,838464,0-,2018,SF
46,Jordan Barnett,22,1,838464,838464,0-,2018,SF
46,Terry Larrier,22,1,838464,838464,0-,2018,SF
46,Zach Smith,22,1,838464,838464,0-,2018,SF
46,Ding Yanyuhang,24,1,838464,838464,0-,2018,SF
46,Jeffrey Carroll,23,1,838464,838464,0-,2018,SF
46,Elijah Stewart,22,1,838464,838464,0-,2018,SF
46,Vince Edwards,22,1,838464,838464,0-,2018,SF
46,Jaron Blossomgame,25,1,838464,838464,0-,2018,SF
61,House Jr,25,1,247827,247827,0-,2018,SF
1,Khris Middleton,27,5,177500000,35500000,0-,2019,SF
2,Kevin Durant,30,4,164255700,41063925,0-,2019,SF
3,Jimmy Butler,29,4,140790600,35197650,0-,2019,SF
4,Kawhi Leonard,28,3,103137300,34379100,0-,2019,SF
5,Bojan Bogdanovic,30,4,73100000,18275000,0-,2019,SF
6,Terrence Ross,28,4,54000000,13500000,0-,2019,SF
7,Andre Hunter,21,4,32101641,8025410,0-,2019,SF
8,Danny Green,31,2,30000000,15000000,0-,2019,SF
8,Oubre Jr,23,2,30000000,15000000,0-,2019,SF
